TV_Name,Rating,Info_Raw,Price,Offers,Deal_Type,rating_review,name,size_cm,size_inch,display,edition,model_id,sound_output,warranty_years,rating_count,review_count
"Hisense E6N 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Atmos, Dts Virtual X and 4K AI Ups...",4.2,Ultra HD (4K) | LED Model ID: 55E6N Launch Year: 2024 Total Sound Output: 24 W 1 Year Comprehensive Warranty,29999,44,Upto 6650 Off on Exchange,"8,257 Ratings & 892 Reviews",Hisense,139,55.0,LED,6,55E6N,55,1,8257,892
TCL T89C 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with HVA Panel | Dolby Visio...,4.1,Ultra HD (4K) | QLED Model ID: 75T89C Launch Year: 2025 Total Sound Output: 35 W 2 Years Product Warranty,76999,69,Hot Deal,"2,110 Ratings & 194 Reviews",TCL,189,75.0,QLED,89,75T89C,75,2,2110,194
"Daiwa 80 cm (32 inch) HD Ready LED Smart Linux TV with YouTube, Prime Video and Eyecare Mode",4.2,HD Ready | LED Model ID: D32H1COC Launch Year: 2024 Total Sound Output: 20 W 1 year Comprehensive Warranty on Product,7999,55,Upto 6650 Off on Exchange,"3,918 Ratings & 365 Reviews",Daiwa,80,32.0,LED, 80,D32H1COC,32,0,3918,365
Acer I PRO Series 80.01 cm (32 inch) HD Ready LED Smart Google TV with Android 14 (Black) | 16GB Stora...,3.9,HD Ready | LED Model ID: AR32HDIGU2841AT Launch Year: 2024 Total Sound Output: 30 W 1 Year Warranty,11999,47,Upto 6650 Off on Exchange,"12,632 Ratings & 1,134 Reviews",Acer,1,32.0,LED, 80,AR32HDIGU2841AT,32,1,12632,1134
BESTON 80 cm (32 inch) QLED HD Ready Smart Google TV 2025 Edition,3.8,"HD Ready | QLED Model ID: BS32HGTV Launch Year: 2025 Total Sound Output: 30 W 2 Year warranty on Product , Onsite Warranty on Product and No Delivery Damages Covered",9999,56,Bank Offer,"1,229 Ratings & 163 Reviews",BESTON,80,32.0,QLED, 80,BS32HGTV,32,2,1229,163
"Acer Advanced I Series 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision-Atmos, 36W...",4.2,Ultra HD (4K) | LED Model ID: AR50GR2851UDFL Launch Year: 2023 Total Sound Output: 36 W 1 Year Comprehensive Warranty from the Date of Purchase,23999,52,Hot Deal,"5,567 Ratings & 573 Reviews",Acer,127,50.0,LED, 127,AR50GR2851UDFL,50,1,5567,573
TCL A300W 163.83 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Digital Frame | Mat...,4,Ultra HD (4K) | QLED Model ID: 65A300W Launch Year: 2025 Total Sound Output: 20 W 2 Years Product Warranty,89990,60,Upto 6650 Off on Exchange,8 Ratings & 2 Reviews,TCL,83,65.0,QLED,300,65A300W,65,2,8,2
Thomson NeoX 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.3,Ultra HD (4K) | QLED Model ID: 65NEOX0009 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,43999,37,Upto 2000 Off on Exchange,17 Ratings & 0 Reviews,Thomson,164,65.0,QLED, 164,65NEOX0009,65,1,17,0
MOTOROLA 127 cm (50 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4.3,Ultra HD (4K) | QLED Model ID: 50UHDGQMVSAQ Launch Year: 2025 Total Sound Output: 48 W 1 year Warranty for Manufacturing Defects,29999,49,Hot Deal,"12,142 Ratings & 1,189 Reviews",MOTOROLA,127,50.0,QLED, 127,50UHDGQMVSAQ,50,0,12142,1189
Acer Ultra I Series 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition,3.7,Ultra HD (4K) | LED Model ID: AR50UDGGU2875BD Launch Year: 2025 Total Sound Output: 36 W 1 Year Warranty on the Product,23999,62,Upto 2000 Off on Exchange,638 Ratings & 31 Reviews,Acer,127,50.0,LED, 127,AR50UDGGU2875BD,50,1,638,31
realme TechLife 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition,4.4,Ultra HD (4K) | LED Model ID: 50UHDGDRDDVB Launch Year: 2025 Total Sound Output: 30 W 1 year Warranty for Manufacturing Defects (Applicable only in INDIA),26999,51,Upto 2000 Off on Exchange,"2,730 Ratings & 235 Reviews",realme,126,50.0,LED, 126,50UHDGDRDDVB,50,0,2730,235
Blaupunkt CyberSound G2 Series 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Digital Plus &...,4.4,HD Ready | LED Model ID: 32CSG7111 Launch Year: 2023 Total Sound Output: 40 W 1 Year Warranty on Product and 6 Months Warranty on Accessories,9499,47,Upto 2000 Off on Exchange,"16,821 Ratings & 3,511 Reviews",Blaupunkt,80,32.0,LED,2,32CSG7111,32,1,16821,3511
TOSHIBA 55M450RP 139 cm (55 inch) QLED Ultra HD (4K) Smart VIDAA TV 2025 Edition with Quantum Dot Colo...,4.1,Ultra HD (4K) | QLED Model ID: 55M450RP Launch Year: 2025 Total Sound Output: 24 W 1 Years Warranty on Product,32999,38,Upto 6650 Off on Exchange,"2,041 Ratings & 258 Reviews",TOSHIBA,139,55.0,QLED, 55,55M450RP,55,1,2041,258
Blaupunkt CyberSound G2 Series 108 cm (43 inch) Full HD LED Smart Android TV with Dolby Digital Plus &...,4.4,Full HD | LED Model ID: 43CSG7105 Launch Year: 2023 Total Sound Output: 48 W 1 Year Warranty on Product and 6 Months Warranty on Accessories,15998,40,Hot Deal,"16,821 Ratings & 3,511 Reviews",Blaupunkt,108,43.0,LED,2,43CSG7105,43,1,16821,3511
ONIDA 80 cm (32 inch) HD Ready LED Smart Google TV,4.2,HD Ready | LED Model ID: 32HAG1 Launch Year: 2024 Total Sound Output: 20 W 1 Year Warranty on Product,11810,42,Upto 2000 Off on Exchange,"1,036 Ratings & 127 Reviews",ONIDA,80,32.0,LED, 80,32HAG1,32,1,1036,127
XIAOMI FX Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with Alexa built-in | HDR...,4,Ultra HD (4K) | QLED Model ID: L43MB-FPIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,24999,44,Upto 8150 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-FPIN,43,0,12783,720
HUIDI HD24D1M19 60 cm (23.6 inch) HD Ready LED TV,4.7,HD Ready | LED Model ID: HD24D1M19 Launch Year: 2024 Total Sound Output: 10 W 1 Year,10999,45,Hot Deal,"29,705 Ratings & 3,700 Reviews",HUIDI,60,23.6,LED,24,HD24D1M19,24,1,29705,3700
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,36,Hot Deal,"12,783 Ratings & 720 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,12783,720
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,3.7,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,62,Upto 2000 Off on Exchange,638 Ratings & 31 Reviews,XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,638,31
Acer Ultra I Series 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition,4,Ultra HD (4K) | LED Model ID: AR50UDGGU2875BD Launch Year: 2025 Total Sound Output: 36 W 1 Year Warranty on the Product,23999,60,Upto 6650 Off on Exchange,23 Ratings & 1 Reviews,Acer,127,50.0,LED, 127,AR50UDGGU2875BD,50,1,23,1
acerpure Aspire Neo 80 cm (32 inch) HD Ready LED Smart Google TV 2025 Edition with GTV 5.0 | Ref+ with...,3.8,HD Ready | LED Model ID: AP32HG41BASN5 Launch Year: 2025 Total Sound Output: 30 W 1 Year Comprehensive Warranty On Product,10299,32,Bank Offer,74 Ratings & 9 Reviews,acerpure,80,32.0,LED, 80,AP32HG41BASN5,32,1,74,9
Infinix 65GU2Q 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Netflix|Youtube|P...,4.2,Ultra HD (4K) | QLED Model ID: 65GU2Q Launch Year: 2025 Total Sound Output: 48 W 1 year Domestic Warranty,36999,58,Hot Deal,"3,122 Ratings & 305 Reviews",Infinix,165,65.0,QLED, 65,65GU2Q,65,0,3122,305
TCL C655 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV with T-SCREEN |Dolby Vision-Atmos | Hands...,4.3,Ultra HD (4K) | QLED Model ID: 43C655 Launch Year: 2024 Total Sound Output: 30 W 2 Years Comprehensive Warranty on Product,25490,34,Upto 2000 Off on Exchange,"81,898 Ratings & 6,088 Reviews",TCL,108,43.0,QLED,655,43C655,43,2,81898,6088
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,35,Upto 2000 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,12783,720
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.2,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,46,Bank Offer,650 Ratings & 107 Reviews,XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,650,107
Coocaa Y74 Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby Vision & Do...,4.2,Ultra HD (4K) | QLED Model ID: 43Y74 Pro Launch Year: 2025 Total Sound Output: 30 W 1 Year Domestic Warranty,21499,67,Hot Deal,"80,105 Ratings & 8,510 Reviews",Coocaa,108,43.0,QLED,74,43Y74,43,1,80105,8510
"iFFALCON by TCL U64 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 24W Dolby Audio, HDR10",4.3,Ultra HD (4K) | LED Model ID: iFF55U64 Launch Year: 2024 Total Sound Output: 24 W 1 Year Warranty on Product,23999,37,Upto 6650 Off on Exchange,17 Ratings & 0 Reviews,iFFALCON,139,55.0,LED,64,iFF55U64,55,1,17,0
Thomson NeoX 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.3,Ultra HD (4K) | QLED Model ID: 65NEOX0009 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,43999,36,Upto 6650 Off on Exchange,17 Ratings & 0 Reviews,Thomson,164,65.0,QLED, 164,65NEOX0009,65,1,17,0
Thomson NeoX 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.2,Ultra HD (4K) | QLED Model ID: 55NEOX0011 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,31999,52,Bank Offer,"14,331 Ratings & 866 Reviews",Thomson,139,55.0,QLED, 139,55NEOX0011,55,1,14331,866
REDMI by Mi Xiaomi 80 cm (32 inch) HD Ready LED Smart Fire TV with Dolby Audio & DTS: Virtual X,4.2,HD Ready | LED Model ID: L32MA- FVIN Launch Year: 2024 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,11999,45,Hot Deal,"4,473 Ratings & 725 Reviews",REDMI,80,32.0,LED, 80,L32MA-,32,1,4473,725
REDMI 80 cm (32 inch) HD Ready 3D LED Smart Fire TV with Fire OS 7 | Supported Apps: Video | Netflix,4,HD Ready | LED Model ID: L32MA-FVIN Launch Year: 2024 Total Sound Output: 20 W 1 Years Complete Warranty and Additional Panel 1 Year Warranty,12399,50,Bank Offer,45 Ratings & 5 Reviews,REDMI,80,32.0,LED, 80,L32MA-FVIN,32,1,45,5
Uniboom ULTIMA 80 cm (32 inch) HD Ready LED TV 2025 Edition with 30W Sonic Boom - True Frameless - Aur...,4,HD Ready | LED Model ID: 32N-ULTIMA Launch Year: 2025 Total Sound Output: 30 W 1 Year on TV | Free Extended Warranty - 915--915-6899,6995,70,Hot Deal,"3,797 Ratings & 397 Reviews",Uniboom,80,32.0,LED, 80,32N-ULTIMA,32,1,3797,397
XIAOMI A Series 108 cm (43 inch) Full HD LED Smart Google TV 2025 Edition with 200+ Free Channels | HD...,4.3,Full HD | LED Model ID: L43MB-AFIN Launch Year: 2025 Total Sound Output: 20 W 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,19999,35,Upto 2000 Off on Exchange,"1,07,508 Ratings & 6,963 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AFIN,43,0,107508,6963
XIAOMI F Pro 138 cm (55 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with 34W Box Speakers | Do...,4,Ultra HD (4K) | QLED Model ID: L55MB-FPIN Launch Year: 2025 Total Sound Output: 34 W 1 year comprehensive warranty,32999,47,Lowest price since launch,"12,783 Ratings & 720 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-FPIN,55,0,12783,720
Blaupunkt SonicQ 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 80W Sound Output | 4 Speaker...,4,Ultra HD (4K) | QLED Model ID: 55SQ0707 Launch Year: 2025 Total Sound Output: 80 W 1 Year Warranty on Product.,32999,34,Hot Deal,13 Ratings & 4 Reviews,Blaupunkt,139,55.0,QLED, 139,55SQ0707,55,1,13,4
XIAOMI FX Series 138.68 cm (55 inch) Ultra HD (4K) LED Smart Fire TV 2025 Edition with Alexa built-in ...,4.3,Ultra HD (4K) | LED Model ID: L55MB-FIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,31999,34,Lowest price since launch,"81,898 Ratings & 6,088 Reviews",XIAOMI,68,55.0,LED, 138,L55MB-FIN,55,0,81898,6088
Blaupunkt CyberSound G2 Series 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Digital Plus &...,4.4,Full HD | LED Model ID: 40CSG7112 Launch Year: 2023 Total Sound Output: 48 W 1 Year Warranty on Product and 6 Months Warranty on Accessories,13799,42,Upto 9150 Off on Exchange,"16,821 Ratings & 3,511 Reviews",Blaupunkt,100,40.0,LED,2,40CSG7112,40,1,16821,3511
"Hisense 80 cm (32 inch) HD Ready LED Smart Google TV with Dolby Audio, 30W Powerful Sound, HDR 10, Sup...",4.2,HD Ready | LED Model ID: 32E43N Launch Year: 2024 Total Sound Output: 30 W 1 Year Comprehensive Warranty,11439,54,Lowest price since launch,"2,336 Ratings & 442 Reviews",Hisense,80,32.0,LED, 80,32E43N,32,1,2336,442
Sansui 80 cm (32 inch) HD Ready LED Smart Coolita TV with Dolby Audio | Surround Sound | A+ Panel | 16...,4.1,HD Ready | LED Model ID: JSG32CSHD Launch Year: 2024 Total Sound Output: 20 W 1 Year Warranty on Product,9989,50,Upto 6650 Off on Exchange,352 Ratings & 27 Reviews,Sansui,80,32.0,LED, 80,JSG32CSHD,32,1,352,27
XIAOMI FX Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with Alexa built-in | HDR...,4,Ultra HD (4K) | QLED Model ID: L43MB-FPIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,24999,44,Bank Offer,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-FPIN,43,0,12783,720
KODAK Matrix 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Atmos | HDR 10 | 40W Sound...,4.3,Ultra HD (4K) | QLED Model ID: 43MT5055 Launch Year: 2024 Total Sound Output: 40 W 1 Year Warranty on Product & 6 Months Warranty on Accessories,18439,42,Upto 6650 Off on Exchange,"6,479 Ratings & 1,206 Reviews",KODAK,108,43.0,QLED, 108,43MT5055,43,1,6479,1206
"ZEBRONICS 80 cm (32 inch) HD Ready LED Smart Android Based TV with Contrast ratio 1200:1, Pixel pitch ...",3.9,HD Ready | LED Model ID: Zeb-32P1 Launch Year: 2024 Total Sound Output: 20 W 1 Year warranty on product,8959,61,Upto 2000 Off on Exchange,16 Ratings & 0 Reviews,ZEBRONICS,80,32.0,LED, 80,Zeb-32P1,32,1,16,0
"Daiwa 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Googlecast, Dolby Audio,Kids and Family ...",4.1,Ultra HD (4K) | LED Model ID: 43G1U Launch Year: 2024 Total Sound Output: 24 W 1 Year Warranty,16599,64,Bank Offer,464 Ratings & 96 Reviews,Daiwa,109,43.0,LED, 109,43G1U,43,1,464,96
Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 10+ Dolby Vision Dolby At...,4.2,Ultra HD (4K) | LED Model ID: 65Y73 Launch Year: 2024 Total Sound Output: 30 W 1 Year Domestic Warranty,39599,50,Lowest price since launch,862 Ratings & 110 Reviews,Coocaa,164,65.0,LED, 164,65Y73,65,1,862,110
Acer Ultra V 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV,3.9,Ultra HD (4K) | QLED Model ID: AR43QDVGU2875BD Launch Year: 2025 Total Sound Output: 20 W 1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,20499,60,Upto 6650 Off on Exchange,66 Ratings & 3 Reviews,Acer,108,43.0,QLED, 108,AR43QDVGU2875BD,43,1,66,3
TOSHIBA 65Z570RP 164 cm (65 inch) QLED Ultra HD (4K) Smart VIDAA TV 2025 Edition with Dolby Vision IQ ...,4.3,Ultra HD (4K) | QLED Model ID: 65Z570RP Launch Year: 2025 Total Sound Output: 24 W 2 Years Comprehensive Warranty,54999,45,Hot Deal,"5,383 Ratings & 825 Reviews",TOSHIBA,164,65.0,QLED, 65,65Z570RP,65,2,5383,825
Thomson NeoX 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.3,Ultra HD (4K) | QLED Model ID: 55NEOX0011 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,31999,36,Upto 6650 Off on Exchange,17 Ratings & 0 Reviews,Thomson,139,55.0,QLED, 139,55NEOX0011,55,1,17,0
"ONIDA NEXg 138.68 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Nexg Processor ,Dolby Vision , D...",4.1,Ultra HD (4K) | LED Model ID: 55UIG-R Launch Year: 2024 Total Sound Output: 24 W 1 Year Warranty on Product,28569,39,Lowest price since launch,639 Ratings & 70 Reviews,ONIDA,68,55.0,LED, 138,55UIG-R,55,1,639,70
Blaupunkt Sigma QLED 80 cm (32 inch) HD Ready LED Smart Linux TV 2025 Edition with 36 W Surround Sound...,3.7,HD Ready | LED Model ID: 32SigmaQ010 Launch Year: 2025 Total Sound Output: 36 W 1 Year Warranty on Product & 6 Months on Accessories,8499,43,Upto 6650 Off on Exchange,138 Ratings & 18 Reviews,Blaupunkt,80,32.0,QLED, 80,32SigmaQ010,32,1,138,18
Kenstar 127 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV 2025 Edition with Metal Frameless Design | 2...,4.4,Ultra HD (4K) | LED Model ID: 50UHDTDKEETB Launch Year: 2025 Total Sound Output: 24 W 1 year Warranty for Manufacturing Defects (Applicable only in INDIA),22299,59,Lowest price since launch,156 Ratings & 26 Reviews,Kenstar,127,50.0,LED, 127,50UHDTDKEETB,50,0,156,26
realme TechLife CineSonic 140 cm (55 inch) Ultra HD (4K) LED Smart Google TV,4.3,Ultra HD (4K) | LED Model ID: 55UHDGDRWSXP Launch Year: 2024 Total Sound Output: 40 W 12 Months Warranty,26699,53,Hot Deal,953 Ratings & 70 Reviews,realme,140,55.0,LED, 140,55UHDGDRWSXP,55,0,953,70
"LG 32LMBPTC 80 cm (32 inch) HD Ready LED Smart WebOS TV with Core Processor, HDR, 60 Hz Refresh Rate, ...",4.3,HD Ready | LED Model ID: 32LM563BPTC Launch Year: 2020 Total Sound Output: 10 W 1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply),13990,44,Upto 6650 Off on Exchange,"32,753 Ratings & 1,963 Reviews",LG,80,32.0,LED, 32,32LM563BPTC,32,1,32753,1963
Acer I PRO Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Android 14 (Black) | MEMC | ...,4.2,Ultra HD (4K) | LED Model ID: AR43UDIGU2875AT Launch Year: 2024 Total Sound Output: 30 W 1 Year Warranty,23517,49,Hot Deal,"5,567 Ratings & 573 Reviews",Acer,108,43.0,LED, 108,AR43UDIGU2875AT,43,1,5567,573
Haier A7 80 cm (32 inch) HD Ready LED Smart Linux TV 2025 Edition with Anti-glare Display| Dolby Digit...,4.3,HD Ready | LED Model ID: LE32A7-N Launch Year: 2025 Total Sound Output: 16 W 1 year Comprehensive Warranty,11990,57,Upto 6650 Off on Exchange,210 Ratings & 19 Reviews,Haier,80,32.0,LED,7,LE32A7-N,32,0,210,19
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Lowest price since launch,"81,898 Ratings & 6,088 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,81898,6088
"Infinix Zero 138 cm (55 inch) QLED Ultra HD (4K) Smart Android TV with QLED Technology, 1.07 Color, Vi...",4.3,Ultra HD (4K) | QLED Model ID: 55X3 Launch Year: 2022 Total Sound Output: 36 W 1 Year Domestic Warranty on the Product,30399,49,Hot Deal,368 Ratings & 70 Reviews,Infinix,138,55.0,QLED, 138,55X3,55,1,368,70
Thomson Phoenix 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV,4.3,Ultra HD (4K) | QLED Model ID: Q43H1110 Launch Year: 2024 Total Sound Output: 40 W 1 Year Warranty on Product & 6 Months on Accessories,18399,42,Upto 2000 Off on Exchange,"36,203 Ratings & 5,831 Reviews",Thomson,108,43.0,QLED, 108,Q43H1110,43,1,36203,5831
Bush 80 cm (32 inch) HD Ready LED Smart Android Based TV 2025 Edition with Remote,4.3,HD Ready | LED Model ID: BU32FLS03 F/L Launch Year: 2025 Total Sound Output: 20 W 1 Year Warranty on Product,7599,61,Bank Offer,"81,898 Ratings & 6,088 Reviews",Bush,80,32.0,LED, 80,BU32FLS03,32,1,81898,6088
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Hot Deal,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,12783,720
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.1,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Upto 2000 Off on Exchange,"1,706 Ratings & 347 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,1706,347
"Daiwa 80 cm (32 inch) QLED HD Ready Smart Google TV with Chromecast, Dolby Audio,Kids and Family featu...",4.2,HD Ready | QLED Model ID: 32G1Q Launch Year: 2024 Total Sound Output: 20 W 1 Year Warranty,9999,61,Bank Offer,"8,257 Ratings & 892 Reviews",Daiwa,80,32.0,QLED, 80,32G1Q,32,1,8257,892
"Hisense E6N 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision Atmos, Dts Virtual X ...",4.3,Ultra HD (4K) | LED Model ID: 65E6N Launch Year: 2024 Total Sound Output: 24 W 1 Year Comprehensive Warranty,41999,47,Lowest price since launch,17 Ratings & 0 Reviews,Hisense,164,65.0,LED,6,65E6N,65,1,17,0
Sansui 80 cm (32 inch) HD Ready LED Smart Google TV with Dolby Digital | Surround Sound | A+ Panel | H...,4.2,HD Ready | LED Model ID: JSWY32GSHD Launch Year: 2023 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,11990,44,Upto 2000 Off on Exchange,"2,852 Ratings & 248 Reviews",Sansui,80,32.0,LED, 80,JSWY32GSHD,32,1,2852,248
TCL P8K 164 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby Atmos & DTS Virtua...,4.1,Ultra HD (4K) | QLED Model ID: 55P8K Launch Year: 2025 Total Sound Output: 35 W 2 Years Product Warranty,39957,59,Bank Offer,"26,197 Ratings & 1,948 Reviews",TCL,164,55.0,QLED,8,55P8K,55,2,26197,1948
"TCL P655 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with T-Screen, Dynamic Colour Enhancement ...",4.3,Ultra HD (4K) | LED Model ID: 55P655 Launch Year: 2024 Total Sound Output: 24 W 2 Years Product Warranty,27990,64,Bank Offer,"1,07,508 Ratings & 6,963 Reviews",TCL,139,55.0,LED,655,55P655,55,2,107508,6963
XIAOMI A Series 108 cm (43 inch) Full HD LED Smart Google TV 2025 Edition with 200+ Free Channels | HD...,4.3,Full HD | LED Model ID: L43MB-AFIN Launch Year: 2025 Total Sound Output: 20 W 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,19999,35,Hot Deal,"81,898 Ratings & 6,088 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AFIN,43,0,81898,6088
XIAOMI 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HDR 10 | 30...,4.4,Ultra HD (4K) | LED Model ID: L50MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,29999,33,Upto 6650 Off on Exchange,"34,142 Ratings & 2,334 Reviews",XIAOMI,125,50.0,LED, 125,L50MB-AIN,50,2,34142,2334
LG AI TV UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processo...,4.3,Ultra HD (4K) | LED Model ID: 43UR75006LC Launch Year: 2025 Total Sound Output: 20 W Warranty Information: 1-Year LG India Standard Warranty on Product from the date of purchase (T&C Apply) and 1-year standard warranty on the remote control (only for tech defect in remote controller).,28990,42,Lowest price since launch,"23,651 Ratings & 1,521 Reviews",LG,108,43.0,LED,7500,43UR75006LC,43,0,23651,1521
Samsung Crystal 4K Vivid 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with 4K Upscaling | Purcolo...,4.3,Ultra HD (4K) | LED Model ID: UA43DUE70BKLXL Launch Year: 2024 Total Sound Output: 20 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),25990,37,Upto 2000 Off on Exchange,"81,898 Ratings & 6,088 Reviews",Samsung,108,43.0,LED, 4,UA43DUE70BKLXL,43,2,81898,6088
